Timestamp,Street,Event,Details
2025-10-13T00:23:02.427068,,LINZ Miss,"60 Highland Park Drive, Highland Park, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-13T00:23:02.631686,,Geocode Fallback,"LINZ failed for 60 Highland Park Drive, Highland Park, Auckland"
2025-10-13T00:23:04.299183,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-13T00:23:04.468164,,Geocode Success,"Nominatim: 60 Highland Park Drive, Highland Park, Auckland → lat:-36.9021058, lon:174.913071"
2025-10-13T00:23:04.656100,,Geocode Source,"Nominatim returned: ('Highland Park Drive, Highland Park, Auckland', -36.9021058, 174.913071, '2143') for input: 60 Highland Park Drive, Highland Park, Auckland"
2025-10-13T00:23:05.015619,,Geocode Success,"92 Vale Road, Saint Heliers, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:05.248024,,Geocode Success,"LINZ: 92 Vale Road, Saint Heliers, Auckland → -36.85422133, 174.8667624"
2025-10-13T00:23:05.573838,,Geocode Success,"101 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:05.821873,,Geocode Success,"LINZ: 101 Aviemore Drive, Highland Park, Auckland → -36.90688755, 174.9052152"
2025-10-13T00:23:06.147139,,Geocode Success,"89 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:06.392833,,Geocode Success,"LINZ: 89 Aviemore Drive, Highland Park, Auckland → -36.9061917, 174.9049633"
2025-10-13T00:23:06.702003,,Geocode Success,"59 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:06.983116,,Geocode Success,"LINZ: 59 Aviemore Drive, Highland Park, Auckland → -36.90421287, 174.9047538"
2025-10-13T00:23:07.277839,,Geocode Success,"21 Belgate Place, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:07.525183,,Geocode Success,"LINZ: 21 Belgate Place, Somerville, Auckland → -36.91113792, 174.927218"
2025-10-13T00:23:07.804489,,Geocode Success,"23 Palmcrest Grove, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:08.037004,,Geocode Success,"LINZ: 23 Palmcrest Grove, Highland Park, Auckland → -36.90239785, 174.9061027"
2025-10-13T00:23:08.349518,,Geocode Success,"702 Pakuranga Road, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:08.691073,,Geocode Success,"LINZ: 702 Pakuranga Road, Howick, Auckland → -36.89882635, 174.9178044"
2025-10-13T00:23:09.001307,,Geocode Success,"68 Alicia Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:09.267261,,Geocode Success,"LINZ: 68 Alicia Road, Somerville, Auckland → -36.91069488, 174.9379552"
2025-10-13T00:23:09.608090,,Geocode Success,"44 Edendale Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:09.825136,,Geocode Success,"LINZ: 44 Edendale Road, Somerville, Auckland → -36.91150113, 174.9290791"
2025-10-13T00:23:10.103965,,Geocode Success,"46 Edendale Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:10.380075,,Geocode Success,"LINZ: 46 Edendale Road, Somerville, Auckland → -36.91126932, 174.9289384"
2025-10-13T00:23:10.780546,,Geocode Success,"2 Belgate Place, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:11.055095,,Geocode Success,"LINZ: 2 Belgate Place, Somerville, Auckland → -36.91072098, 174.9286089"
2025-10-13T00:23:11.410505,,Geocode Success,"72 Edendale Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:11.673169,,Geocode Success,"LINZ: 72 Edendale Road, Somerville, Auckland → -36.90867618, 174.9305152"
2025-10-13T00:23:11.951591,,Geocode Success,"53 O'Halloran Road, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:12.214509,,Geocode Success,"LINZ: 53 O'Halloran Road, Howick, Auckland → -36.8957141, 174.9206852"
2025-10-13T00:23:12.604872,,Geocode Success,"172 Botany Road, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:12.867925,,Geocode Success,"LINZ: 172 Botany Road, Botany Downs, Auckland → -36.91408478, 174.9161726"
2025-10-13T00:23:13.175642,,Geocode Success,"178 Botany Road, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:13.408622,,Geocode Success,"LINZ: 178 Botany Road, Botany Downs, Auckland → -36.91448028, 174.916341"
2025-10-13T00:23:13.730850,,Geocode Success,"20 Mirrabooka Avenue, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:14.012616,,Geocode Success,"LINZ: 20 Mirrabooka Avenue, Botany Downs, Auckland → -36.91020433, 174.9240548"
2025-10-13T00:23:14.903572,,LINZ Miss,"9 Mirrabooka Avenue, Botany Downs, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-13T00:23:15.147255,,Geocode Fallback,"LINZ failed for 9 Mirrabooka Avenue, Botany Downs, Auckland"
2025-10-13T00:23:16.671769,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-13T00:23:16.859730,,Geocode Success,"Nominatim: 9 Mirrabooka Avenue, Botany Downs, Auckland → lat:-36.9100765, lon:174.9235701"
2025-10-13T00:23:17.031431,,Geocode Source,"Nominatim returned: ('Mirrabooka Avenue, Botany Downs, Auckland', -36.9100765, 174.9235701, '2014') for input: 9 Mirrabooka Avenue, Botany Downs, Auckland"
2025-10-13T00:23:17.468029,,Geocode Success,"14 Mirrabooka Avenue, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:17.701397,,Geocode Success,"LINZ: 14 Mirrabooka Avenue, Botany Downs, Auckland → -36.91004731, 174.9242015"
2025-10-13T00:23:18.044361,,Geocode Success,"13 Bunker Rise, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:18.262551,,Geocode Success,"LINZ: 13 Bunker Rise, Golflands, Auckland → -36.92868663, 174.9078328"
2025-10-13T00:23:18.573380,,Geocode Success,"4 Bunker Rise, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:18.742200,,Geocode Success,"LINZ: 4 Bunker Rise, Golflands, Auckland → -36.9289267, 174.9081434"
2025-10-13T00:23:19.054156,,Geocode Success,"2 Nagle Place, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:19.287601,,Geocode Success,"LINZ: 2 Nagle Place, Golflands, Auckland → -36.92879458, 174.9087673"
2025-10-13T00:23:19.648555,,Geocode Success,"22 Carriage Close, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:19.846906,,Geocode Success,"LINZ: 22 Carriage Close, Northpark, Auckland → -36.91582802, 174.9226905"
2025-10-13T00:23:20.127042,,Geocode Success,"14 Els Close, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:20.375593,,Geocode Success,"LINZ: 14 Els Close, Golflands, Auckland → -36.92824297, 174.9080115"
2025-10-13T00:23:20.719387,,Geocode Success,"4 Crescent Hills Court, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:20.999181,,Geocode Success,"LINZ: 4 Crescent Hills Court, Northpark, Auckland → -36.91851152, 174.9254718"
2025-10-13T00:23:21.323434,,Geocode Success,"18 Royalle Mews, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:21.618346,,Geocode Success,"LINZ: 18 Royalle Mews, Botany Downs, Auckland → -36.90948742, 174.917709"
2025-10-13T00:23:21.944121,,Geocode Success,"5 Kallaroo Place, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:22.208506,,Geocode Success,"LINZ: 5 Kallaroo Place, Botany Downs, Auckland → -36.91326345, 174.9207951"
2025-10-13T00:23:22.553719,,Geocode Success,"8 The Green, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:22.817028,,Geocode Success,"LINZ: 8 The Green, Golflands, Auckland → -36.91978077, 174.9069734"
2025-10-13T00:23:23.175746,,Geocode Success,"11 Nypa Way, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:23.453534,,Geocode Success,"LINZ: 11 Nypa Way, Somerville, Auckland → -36.90792988, 174.9323795"
2025-10-13T00:23:23.795473,,Geocode Success,"72 Drake Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:24.026431,,Geocode Success,"LINZ: 72 Drake Street, Howick, Auckland → -36.89964167, 174.9298111"
2025-10-13T00:23:24.320763,,Geocode Success,"64 Drake Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:24.584996,,Geocode Success,"LINZ: 64 Drake Street, Howick, Auckland → -36.89970628, 174.9306199"
2025-10-13T00:23:24.927323,,Geocode Success,"42 Drake Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:25.145096,,Geocode Success,"LINZ: 42 Drake Street, Howick, Auckland → -36.90012817, 174.9321474"
2025-10-13T00:23:25.501159,,Geocode Success,"40 Drake Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:25.750536,,Geocode Success,"LINZ: 40 Drake Street, Howick, Auckland → -36.90022498, 174.932335"
2025-10-13T00:23:26.526471,,LINZ Miss,"55 Drake Street, Howick, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-13T00:23:26.747642,,Geocode Fallback,"LINZ failed for 55 Drake Street, Howick, Auckland"
2025-10-13T00:23:28.042786,,Geocode Failed,"geocode.xyz → 55 Drake Street, Howick, Auckland (invalid)"
2025-10-13T00:23:28.305825,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-13T00:23:28.462769,,Geocode Success,"Nominatim: 55 Drake Street, Howick, Auckland → lat:-36.8990928, lon:174.9312515"
2025-10-13T00:23:28.682472,,Geocode Source,"Nominatim returned: ('Drake Street, Howick, Auckland', -36.8990928, 174.9312515, '2014') for input: 55 Drake Street, Howick, Auckland"
2025-10-13T00:23:29.585154,,LINZ Miss,"57 Drake Street, Howick, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-13T00:23:29.803303,,Geocode Fallback,"LINZ failed for 57 Drake Street, Howick, Auckland"
2025-10-13T00:23:31.046646,,Geocode Failed,"geocode.xyz → 57 Drake Street, Howick, Auckland (invalid)"
2025-10-13T00:23:31.484238,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-13T00:23:31.655934,,Geocode Success,"Nominatim: 57 Drake Street, Howick, Auckland → lat:-36.8992533, lon:174.9309928"
2025-10-13T00:23:31.827586,,Geocode Source,"Nominatim returned: ('Drake Street, Howick, Auckland', -36.8992533, 174.9309928, '2014') for input: 57 Drake Street, Howick, Auckland"
2025-10-13T00:23:32.235511,,Geocode Success,"23 Baird Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:32.466719,,Geocode Success,"LINZ: 23 Baird Street, Howick, Auckland → -36.90048198, 174.9309772"
2025-10-13T00:23:32.796472,,Geocode Success,"1 Stockade View Lane, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:33.085198,,Geocode Success,"LINZ: 1 Stockade View Lane, Howick, Auckland → -36.8978012, 174.9317788"
2025-10-13T00:23:33.365840,,Geocode Success,"3 Athenry Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:33.581330,,Geocode Success,"LINZ: 3 Athenry Place, Dannemora, Auckland → -36.92921805, 174.9218251"
2025-10-13T00:23:33.858465,,Geocode Success,"27 Athenry Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:34.091127,,Geocode Success,"LINZ: 27 Athenry Place, Dannemora, Auckland → -36.9303555, 174.9202783"
2025-10-13T00:23:34.444670,,Geocode Success,"21 Athenry Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:34.693043,,Geocode Success,"LINZ: 21 Athenry Place, Dannemora, Auckland → -36.92987067, 174.9207648"
2025-10-13T00:23:35.036737,,Geocode Success,"10 Balbriggan Rise, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:35.311054,,Geocode Success,"LINZ: 10 Balbriggan Rise, Dannemora, Auckland → -36.93027865, 174.9229539"
2025-10-13T00:23:35.617886,,Geocode Success,"3 Balbriggan Rise, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:35.820761,,Geocode Success,"LINZ: 3 Balbriggan Rise, Dannemora, Auckland → -36.93078775, 174.9228258"
2025-10-13T00:23:36.131741,,Geocode Success,"42 Keppoch Court, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:36.410685,,Geocode Success,"LINZ: 42 Keppoch Court, Dannemora, Auckland → -36.92766952, 174.9192487"
2025-10-13T00:23:36.768619,,Geocode Success,"30 Botany Road, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:23:36.956115,,Geocode Success,"LINZ: 30 Botany Road, Howick, Auckland → -36.90142063, 174.9188992"
2025-10-13T00:24:42.038955,,Session Start,Script started and corrections_log.csv initialized.
2025-10-13T00:24:42.046095,,Session Start,Script started and corrections_log.csv initialized.
2025-10-13T00:25:02.085077,,Geocode Success,"7 Sheffield Place, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:02.351435,,Geocode Success,"LINZ: 7 Sheffield Place, Botany Downs, Auckland → -36.9076804, 174.9174203"
2025-10-13T00:25:02.646579,,Geocode Success,"65 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:02.883187,,Geocode Success,"LINZ: 65 Aviemore Drive, Highland Park, Auckland → -36.90476862, 174.9047863"
2025-10-13T00:25:03.152948,,Geocode Success,"58 Tarnica Road, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:03.388402,,Geocode Success,"LINZ: 58 Tarnica Road, Northpark, Auckland → -36.92629249, 174.9144777"
2025-10-13T00:25:03.642164,,Geocode Success,"10 Fencotie Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:03.892433,,Geocode Success,"LINZ: 10 Fencotie Place, Northpark, Auckland → -36.92733825, 174.9133632"
2025-10-13T00:25:04.112327,,Geocode Success,"4 Glassonby Road, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:04.316024,,Geocode Success,"LINZ: 4 Glassonby Road, Northpark, Auckland → -36.9256841, 174.9139537"
2025-10-13T00:25:04.585498,,Geocode Success,"15 Aspatria Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:04.852414,,Geocode Success,"LINZ: 15 Aspatria Place, Northpark, Auckland → -36.92471437, 174.9155052"
2025-10-13T00:25:05.120331,,Geocode Success,"14 Aspatria Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:05.339634,,Geocode Success,"LINZ: 14 Aspatria Place, Northpark, Auckland → -36.92480975, 174.9153328"
2025-10-13T00:25:05.623215,,Geocode Success,"12 Anthony Place, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:05.870809,,Geocode Success,"LINZ: 12 Anthony Place, Pakuranga, Auckland → -36.91422155, 174.8677362"
2025-10-13T00:25:06.640585,,LINZ Miss,"2 Anthony Place, Pakuranga, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-13T00:25:06.797980,,Geocode Fallback,"LINZ failed for 2 Anthony Place, Pakuranga, Auckland"
2025-10-13T00:25:08.485784,,Geocode Variant Used,geocode.xyz used: Nearby-biased
2025-10-13T00:25:08.669568,,Geocode Success,"geocode.xyz: 2 Anthony Place, Pakuranga, Auckland → lat:-36.91394, lon:174.8686"
2025-10-13T00:25:08.836979,,Geocode Source,"geocode.xyz returned: ('2 Anthony Place, Pakuranga, Auckland', -36.91394, 174.8686, '') for input: 2 Anthony Place, Pakuranga, Auckland"
2025-10-13T00:25:09.212845,,Geocode Success,"42 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:09.450059,,Geocode Success,"LINZ: 42 Aviemore Drive, Highland Park, Auckland → -36.90194977, 174.9053192"
2025-10-13T00:25:09.764378,,Geocode Success,"50 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:10.016592,,Geocode Success,"LINZ: 50 Aviemore Drive, Highland Park, Auckland → -36.90232013, 174.9052988"
2025-10-13T00:25:10.345867,,Geocode Success,"2 Dale Crescent, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:10.483916,,Geocode Success,"LINZ: 2 Dale Crescent, Pakuranga, Auckland → -36.91477022, 174.8668704"
2025-10-13T00:25:10.830717,,Geocode Success,"2 Spenbrooke Road, Flat Bush, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:11.034029,,Geocode Success,"LINZ: 2 Spenbrooke Road, Flat Bush, Auckland → -36.95182723, 174.9082965"
2025-10-13T00:25:11.301206,,Geocode Success,"160 Kohimarama Road, Kohimarama, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:11.535911,,Geocode Success,"LINZ: 160 Kohimarama Road, Kohimarama, Auckland → -36.85796797, 174.8370535"
2025-10-13T00:25:11.787151,,Geocode Success,"13 Weri Road, Karaka, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:12.022813,,Geocode Success,"LINZ: 13 Weri Road, Karaka, Auckland → -37.09908441, 174.936907"
2025-10-13T00:25:12.353639,,Geocode Success,"19 Hope Farm Avenue, Pakuranga Heights, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:12.586152,,Geocode Success,"LINZ: 19 Hope Farm Avenue, Pakuranga Heights, Auckland → -36.9125845, 174.8969052"
2025-10-13T00:25:12.900409,,Geocode Success,"39 Dalwhinnie Parade, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:13.104363,,Geocode Success,"LINZ: 39 Dalwhinnie Parade, Highland Park, Auckland → -36.90298093, 174.912626"
2025-10-13T00:25:13.465767,,Geocode Success,"39 Highland Park Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:13.716812,,Geocode Success,"LINZ: 39 Highland Park Drive, Highland Park, Auckland → -36.90209405, 174.9118889"
2025-10-13T00:25:13.984355,,Geocode Success,"8 Kincraig Place, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:14.235333,,Geocode Success,"LINZ: 8 Kincraig Place, Highland Park, Auckland → -36.9037778, 174.91321"
2025-10-13T00:25:14.895194,,LINZ Miss,"12 Veagh Place, Highland Park, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-13T00:25:15.054297,,Geocode Fallback,"LINZ failed for 12 Veagh Place, Highland Park, Auckland"
2025-10-13T00:25:16.484466,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-13T00:25:16.672446,,Geocode Success,"Nominatim: 12 Veagh Place, Highland Park, Auckland → lat:-36.9044703, lon:174.9090124"
2025-10-13T00:25:16.830658,,Geocode Source,"Nominatim returned: ('Veagh Place, Highland Park, Auckland', -36.9044703, 174.9090124, '2143') for input: 12 Veagh Place, Highland Park, Auckland"
2025-10-13T00:25:17.679941,,LINZ Miss,"18 Veagh Place, Highland Park, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-13T00:25:17.821360,,Geocode Fallback,"LINZ failed for 18 Veagh Place, Highland Park, Auckland"
2025-10-13T00:25:18.904393,,Geocode Failed,"geocode.xyz → 18 Veagh Place, Highland Park, Auckland (invalid)"
2025-10-13T00:25:19.235943,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-13T00:25:19.361559,,Geocode Success,"Nominatim: 18 Veagh Place, Highland Park, Auckland → lat:-36.9046617, lon:174.9091933"
2025-10-13T00:25:19.487254,,Geocode Source,"Nominatim returned: ('Veagh Place, Highland Park, Auckland', -36.9046617, 174.9091933, '2143') for input: 18 Veagh Place, Highland Park, Auckland"
2025-10-13T00:25:19.897639,,Geocode Success,"29 Dalwhinnie Parade, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:20.134217,,Geocode Success,"LINZ: 29 Dalwhinnie Parade, Highland Park, Auckland → -36.9020446, 174.9146806"
2025-10-13T00:25:20.814706,,LINZ Miss,"60 Highland Park Drive, Highland Park, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-13T00:25:20.958124,,Geocode Fallback,"LINZ failed for 60 Highland Park Drive, Highland Park, Auckland"
2025-10-13T00:25:22.196976,,Geocode Failed,"geocode.xyz → 60 Highland Park Drive, Highland Park, Auckland (invalid)"
2025-10-13T00:25:22.494949,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-13T00:25:22.765184,,Geocode Success,"Nominatim: 60 Highland Park Drive, Highland Park, Auckland → lat:-36.9021058, lon:174.913071"
2025-10-13T00:25:22.979532,,Geocode Source,"Nominatim returned: ('Highland Park Drive, Highland Park, Auckland', -36.9021058, 174.913071, '2143') for input: 60 Highland Park Drive, Highland Park, Auckland"
2025-10-13T00:25:23.300201,,Geocode Success,"92 Vale Road, Saint Heliers, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:23.580550,,Geocode Success,"LINZ: 92 Vale Road, Saint Heliers, Auckland → -36.85422133, 174.8667624"
2025-10-13T00:25:23.889882,,Geocode Success,"101 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:24.105492,,Geocode Success,"LINZ: 101 Aviemore Drive, Highland Park, Auckland → -36.90688755, 174.9052152"
2025-10-13T00:25:24.309097,,Geocode Success,"89 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:24.543229,,Geocode Success,"LINZ: 89 Aviemore Drive, Highland Park, Auckland → -36.9061917, 174.9049633"
2025-10-13T00:25:24.856621,,Geocode Success,"59 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:25.104126,,Geocode Success,"LINZ: 59 Aviemore Drive, Highland Park, Auckland → -36.90421287, 174.9047538"
2025-10-13T00:25:25.385203,,Geocode Success,"21 Belgate Place, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:25.602407,,Geocode Success,"LINZ: 21 Belgate Place, Somerville, Auckland → -36.91113792, 174.927218"
2025-10-13T00:25:25.902572,,Geocode Success,"23 Palmcrest Grove, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:26.075952,,Geocode Success,"LINZ: 23 Palmcrest Grove, Highland Park, Auckland → -36.90239785, 174.9061027"
2025-10-13T00:25:26.421436,,Geocode Success,"702 Pakuranga Road, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:26.675064,,Geocode Success,"LINZ: 702 Pakuranga Road, Howick, Auckland → -36.89882635, 174.9178044"
2025-10-13T00:25:26.972326,,Geocode Success,"68 Alicia Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:27.206943,,Geocode Success,"LINZ: 68 Alicia Road, Somerville, Auckland → -36.91069488, 174.9379552"
2025-10-13T00:25:27.519673,,Geocode Success,"44 Edendale Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:27.755284,,Geocode Success,"LINZ: 44 Edendale Road, Somerville, Auckland → -36.91150113, 174.9290791"
2025-10-13T00:25:28.053897,,Geocode Success,"46 Edendale Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:28.257386,,Geocode Success,"LINZ: 46 Edendale Road, Somerville, Auckland → -36.91126932, 174.9289384"
2025-10-13T00:25:28.558432,,Geocode Success,"2 Belgate Place, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:28.794961,,Geocode Success,"LINZ: 2 Belgate Place, Somerville, Auckland → -36.91072098, 174.9286089"
2025-10-13T00:25:29.078295,,Geocode Success,"72 Edendale Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:29.329150,,Geocode Success,"LINZ: 72 Edendale Road, Somerville, Auckland → -36.90867618, 174.9305152"
2025-10-13T00:25:29.565966,,Geocode Success,"53 O'Halloran Road, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:29.864748,,Geocode Success,"LINZ: 53 O'Halloran Road, Howick, Auckland → -36.8957141, 174.9206852"
2025-10-13T00:25:30.180882,,Geocode Success,"172 Botany Road, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:30.323170,,Geocode Success,"LINZ: 172 Botany Road, Botany Downs, Auckland → -36.91408478, 174.9161726"
2025-10-13T00:25:30.634880,,Geocode Success,"178 Botany Road, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:30.824022,,Geocode Success,"LINZ: 178 Botany Road, Botany Downs, Auckland → -36.91448028, 174.916341"
2025-10-13T00:25:31.120411,,Geocode Success,"20 Mirrabooka Avenue, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:31.324885,,Geocode Success,"LINZ: 20 Mirrabooka Avenue, Botany Downs, Auckland → -36.91020433, 174.9240548"
2025-10-13T00:25:32.077322,,LINZ Miss,"9 Mirrabooka Avenue, Botany Downs, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-13T00:25:32.203701,,Geocode Fallback,"LINZ failed for 9 Mirrabooka Avenue, Botany Downs, Auckland"
2025-10-13T00:25:33.557702,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-13T00:25:33.684419,,Geocode Success,"Nominatim: 9 Mirrabooka Avenue, Botany Downs, Auckland → lat:-36.9100765, lon:174.9235701"
2025-10-13T00:25:33.827603,,Geocode Source,"Nominatim returned: ('Mirrabooka Avenue, Botany Downs, Auckland', -36.9100765, 174.9235701, '2014') for input: 9 Mirrabooka Avenue, Botany Downs, Auckland"
2025-10-13T00:25:34.174672,,Geocode Success,"14 Mirrabooka Avenue, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:34.382642,,Geocode Success,"LINZ: 14 Mirrabooka Avenue, Botany Downs, Auckland → -36.91004731, 174.9242015"
2025-10-13T00:25:34.647790,,Geocode Success,"13 Bunker Rise, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:34.885125,,Geocode Success,"LINZ: 13 Bunker Rise, Golflands, Auckland → -36.92868663, 174.9078328"
2025-10-13T00:25:35.184168,,Geocode Success,"4 Bunker Rise, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:35.404034,,Geocode Success,"LINZ: 4 Bunker Rise, Golflands, Auckland → -36.9289267, 174.9081434"
2025-10-13T00:25:35.747507,,Geocode Success,"2 Nagle Place, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:36.000551,,Geocode Success,"LINZ: 2 Nagle Place, Golflands, Auckland → -36.92879458, 174.9087673"
2025-10-13T00:25:36.299225,,Geocode Success,"22 Carriage Close, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:36.471983,,Geocode Success,"LINZ: 22 Carriage Close, Northpark, Auckland → -36.91582802, 174.9226905"
2025-10-13T00:25:36.785017,,Geocode Success,"14 Els Close, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:37.099674,,Geocode Success,"LINZ: 14 Els Close, Golflands, Auckland → -36.92824297, 174.9080115"
2025-10-13T00:25:37.457872,,Geocode Success,"4 Crescent Hills Court, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:37.726400,,Geocode Success,"LINZ: 4 Crescent Hills Court, Northpark, Auckland → -36.91851152, 174.9254718"
2025-10-13T00:25:37.946663,,Geocode Success,"18 Royalle Mews, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:38.228869,,Geocode Success,"LINZ: 18 Royalle Mews, Botany Downs, Auckland → -36.90948742, 174.917709"
2025-10-13T00:25:38.616830,,Geocode Success,"5 Kallaroo Place, Botany Downs, Auckland → matched in LINZ_SQLITE"
